,LIWC_neg,LIWC_pos,SentiWordNet_neg,SentiWordNet_pos,GI_neg,GI_pos,SenticNet_neg,SenticNet_pos,ANEW,EL,Source
organized,0.0,0.0,0.0,0.0,,,0.0,0.166,,7.09,2020
oriented,0.0,0.0,0.0,0.0,,,,,,,2020
original,0.0,1.0,0.0,0.0,,,0.0,0.446,,,2020
ostentatious,0.0,0.0,0.0,0.0,,,-0.9,0.0,,,2020
outdated,0.0,0.0,0.75,0.0,,,-0.44,0.0,,2.76,2020
outdoor,0.0,0.0,0.0,0.125,,,0.0,0.906,,,2020
outdoors,0.0,0.0,0.0,0.0,,,,,7.47,,2020
outdoorsman,0.0,0.0,0.0,0.0,,,0.0,0.772,,,2020
outdoorsy,0.0,0.0,0.0,0.375,,,0.0,0.906,,,2020
outgoing,0.0,1.0,0.125,0.0,0.0,1.0,-0.9,0.0,,,2020
outside,0.0,0.0,0.0,0.0,,,,,,,2020
outsider,0.0,0.0,0.625,0.0,1.0,0.0,-0.02,0.0,,,2020
outspoken,0.0,0.0,0.25,0.125,,,0.0,0.712,,,2020
overachiever,0.0,0.0,0.0,0.5,,,0.0,0.833,,,2020
owner,0.0,0.0,0.0,0.0,,,,,,,2020
paid,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
pampered,0.0,0.0,0.5,0.375,,,,,,5.14,2020
parent,0.0,0.0,0.0,0.0,,,,,,,2020
particular,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.257,,,2020
partier,0.0,1.0,0.0,0.0,,,,,,,2020
party,0.0,1.0,0.0,0.0,,,0.0,0.45,7.86,,2020
partygoer,0.0,1.0,0.0,0.0,,,-0.96,0.0,,,2020
passionate,0.0,1.0,0.375,0.375,0.0,1.0,0.0,0.338,,7.5,2020
patient,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.921,5.29,7.22,2020
patriot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.066,6.71,,2020
patriotic,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.072,,,2020
peaceful,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.194,,7.84,2020
pedestrian,0.0,0.0,0.0,0.0,,,-0.88,0.0,,,2020
people,0.0,0.0,0.0,0.0,,,,,7.33,,2020
peppy,0.0,0.0,0.0,0.375,,,0.0,0.27,,6.32,2020
perfect,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.867,,8.21,2020
perfectionist,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.829,,,2020
performer,0.0,0.0,0.0,0.0,,,,,,,2020
perky,0.0,0.0,0.25,0.5,,,,,,,2020
persistent,0.0,0.0,0.125,0.0,,,-0.9,0.0,,,2020
personable,0.0,0.0,0.0,0.625,,,0.0,0.764,,6.82,2020
personal_trainer,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2020
personality,0.0,0.0,0.125,0.0,,,-0.66,0.0,,,2020
petite,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2020
phone,0.0,0.0,0.0,0.0,,,,,,,2020
phony,1.0,0.0,0.0,0.0,,,-0.34,0.0,,1.28,2020
photographer,0.0,0.0,0.0,0.0,,,0.0,0.037,,,2020
physical,0.0,0.0,0.0,0.0,,,0.0,0.333,,,2020
physically_fit,0.0,0.0,0.0,0.0,,,,,,,2020
picky,0.0,0.0,0.125,0.125,,,,,,,2020
pilot,0.0,0.0,0.0,0.0,,,,,,,2020
pioneer,0.0,0.0,0.0,0.0,,,0.0,0.768,,,2020
plain,0.0,0.0,0.0,0.0,0.0,1.0,-0.81,0.0,4.39,,2020
planner,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
player,0.0,0.0,0.0,0.0,,,,,,,2020
playful,0.0,1.0,0.375,0.625,0.0,1.0,0.0,0.198,,7.08,2020
pleasant,0.0,1.0,0.125,0.625,0.0,1.0,0.0,0.784,,7.29,2020
poised,0.0,0.0,0.125,0.0,,,,,,,2020
police,0.0,0.0,0.0,0.0,,,,,,,2020
polished,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2020
polite,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.283,,,2020
politician,0.0,0.0,0.0,0.0,,,,,,,2020
pompous,0.0,0.0,0.625,0.125,1.0,0.0,-0.81,0.0,,,2020
poor,1.0,0.0,0.0,0.0,1.0,0.0,-0.38,0.0,,1.67,2020
popular,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.728,,7.04,2020
poser,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2020
poseur,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2020
posh,0.0,0.0,0.0,0.375,,,0.0,0.856,,,2020
positive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.346,,,2020
powerful,0.0,0.0,0.0,0.25,,,0.0,0.9,6.84,6.93,2020
practical,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.17,,6.35,2020
predictable,0.0,0.0,0.0,0.0,,,-0.64,0.0,,4.26,2020
prep,0.0,0.0,0.0,0.0,,,,,,,2020
prepared,0.0,0.0,0.0,0.0,,,,,,,2020
preppie,0.0,0.0,0.0,0.0,,,-0.12,0.0,,,2020
preppy,0.0,0.0,0.0,0.0,,,0.0,0.858,,,2020
president,0.0,0.0,0.0,0.0,,,,,,,2020
prestigious,0.0,0.0,0.0,0.75,,,0.0,0.333,,,2020
pretender,0.0,0.0,0.0,0.0,,,-0.45,0.0,,,2020
pretentious,0.0,0.0,0.125,0.375,1.0,0.0,-0.81,0.0,,1.79,2020
pretty,0.0,1.0,0.125,0.875,0.0,1.0,,,7.75,,2020
pricey,0.0,0.0,0.0,0.5,,,-0.17,0.0,,,2020
prick,1.0,0.0,0.625,0.0,,,0.0,0.83,3.98,,2020
prideful,0.0,0.0,0.25,0.625,,,0.0,0.363,,,2020
princess,0.0,0.0,0.0,0.0,,,0.0,0.03,,,2020
privileged,0.0,1.0,0.0,0.125,0.0,1.0,,,,,2020
pro,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2020
proactive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.736,,,2020
product,0.0,0.0,0.0,0.0,,,,,,,2020
productive,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.845,,,2020
professional,0.0,0.0,0.0,0.0,,,-0.2,0.0,,7.3,2020
professor,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
progressive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.907,,7.3,2020
proper,0.0,0.0,0.0,0.75,0.0,1.0,,,,,2020
prosperous,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.401,,7.44,2020
proud,0.0,1.0,0.25,0.375,0.0,1.0,0.0,0.45,8.03,6.52,2020
prude,0.0,0.0,0.0,0.375,,,-0.28,0.0,,,2020
prudent,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.17,,,2020
punctual,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.163,,,2020
purse,0.0,0.0,0.0,0.0,,,-0.9,0.0,,,2020
put_together,0.0,0.0,0.0,0.0,,,,,,,2020
quality,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.846,6.25,,2020
queen,0.0,0.0,0.0,0.0,,,0.0,0.029,6.44,,2020
quick,0.0,0.0,0.0,0.0,,,0.0,0.145,6.64,6.12,2020
quiet,0.0,0.0,0.0,0.0,,,0.0,0.797,5.58,5.6,2020
quirky,0.0,0.0,0.5,0.0,,,0.0,0.9,,5.33,2020
rancher,0.0,0.0,0.0,0.0,,,,,,,2020
rapper,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2020
ready,0.0,1.0,0.25,0.0,,,0.0,0.9,,,2020
real,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2020
realtor,0.0,0.0,0.0,0.0,,,0.0,0.018,,,2020
reasonable,0.0,0.0,0.0,0.5,0.0,1.0,-0.04,0.0,,,2020
rebel,1.0,0.0,0.0,0.0,1.0,0.0,-0.35,0.0,,,2020
rebellious,1.0,0.0,0.25,0.0,1.0,0.0,-0.27,0.0,,,2020
reckless,0.0,0.0,0.75,0.125,1.0,0.0,,,,,2020
redneck,0.0,0.0,0.75,0.0,,,-0.28,0.0,,,2020
refined,0.0,0.0,0.0,0.125,,,0.0,0.449,,6.48,2020
regular,0.0,0.0,0.0,0.0,,,0.0,0.963,,,2020
relatable,0.0,0.0,0.0,0.0,,,0.0,0.293,,,2020
relaxed,0.0,1.0,0.125,0.0,,,,,7.0,7.32,2020
relevant,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.881,,,2020
reliable,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.164,,,2020
republican,0.0,0.0,0.0,0.0,,,,,,,2020
reserved,0.0,0.0,0.0,0.0,,,,,4.88,,2020
resilient,0.0,0.0,0.0,0.25,,,0.0,0.889,,,2020
resourceful,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.861,,,2020
respected,0.0,1.0,0.0,0.5,,,0.0,0.191,,,2020
responsible,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.167,,,2020
retiree,0.0,0.0,0.0,0.125,,,,,,,2020
retro,0.0,0.0,0.0,0.125,,,0.0,0.829,,,2020
rich,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.972,,,2020
rich_kid,0.0,0.0,0.0,0.0,,,,,,,2020
richer,0.0,1.0,0.0,0.0,,,0.0,0.972,,6.46,2020
risktaker,1.0,0.0,0.0,0.0,,,,,,,2020
risky,1.0,0.0,0.125,0.25,1.0,0.0,,,,,2020
ritzy,0.0,0.0,0.0,0.5,,,0.0,0.817,,,2020
rockstar,0.0,0.0,0.0,0.0,,,,,,,2020
role_model,0.0,0.0,0.0,0.5,,,,,,,2020
rough,0.0,0.0,0.0,0.0,1.0,0.0,-0.2,0.0,4.74,,2020
rude,1.0,0.0,0.625,0.0,1.0,0.0,-0.88,0.0,2.5,1.16,2020
rugged,0.0,0.0,0.0,0.125,,,,,,,2020
runner,0.0,0.0,0.25,0.0,,,-0.16,0.0,5.67,,2020
running,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
sad,1.0,0.0,0.75,0.125,1.0,0.0,-0.91,0.0,1.61,2.0,2020
safe,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.134,7.07,,2020
sale,0.0,0.0,0.0,0.0,,,-0.87,0.0,,,2020
salesman,0.0,0.0,0.0,0.0,,,,,,,2020
salesperson,0.0,0.0,0.0,0.0,,,,,,,2020
sassy,0.0,0.0,0.125,0.0,,,,,,,2020
satisfied,0.0,1.0,0.0,0.5,,,,,7.94,6.76,2020
saver,0.0,0.0,0.25,0.0,,,,,,,2020
saving,0.0,0.0,0.0,0.0,,,0.0,0.172,,,2020
savvy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,,,2020
school,0.0,0.0,0.0,0.0,,,,,,,2020
scientist,0.0,0.0,0.0,0.0,,,,,,,2020
searching,0.0,0.0,0.0,0.0,,,,,,,2020
secretary,0.0,0.0,0.0,0.0,,,,,,,2020
secure,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.17,7.57,,2020
seek,0.0,0.0,0.0,0.0,,,0.0,0.817,,,2020
seeker,0.0,0.0,0.0,0.0,,,,,,,2020
seeking,0.0,0.0,0.0,0.0,,,,,,,2020
selective,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.803,,,2020
self,0.0,0.0,0.0,0.0,,,0.0,0.401,,,2020
self_absorbed,0.0,0.0,0.0,0.0,,,,,,,2020
self_aware,0.0,0.0,0.0,0.0,,,,,,,2020
self_centered,0.0,0.0,0.0,0.0,,,,,,,2020
self_confident,0.0,0.0,0.0,0.0,,,0.0,0.74,,,2020
self_important,0.0,0.0,0.0,0.0,,,,,,,2020
self_indulgent,0.0,0.0,0.0,0.0,,,0.0,0.821,,,2020
selfconscious,0.0,0.0,0.0,0.0,,,,,,,2020
selfish,1.0,0.0,0.0,0.25,1.0,0.0,-0.64,0.0,2.42,,2020
seller,0.0,0.0,0.0,0.0,,,,,,,2020
sellout,0.0,0.0,0.0,0.0,,,,,,,2020
senior,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
sensible,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.164,,6.43,2020
sensitive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.335,,5.04,2020
sentimental,0.0,1.0,0.125,0.625,,,0.0,0.9,,,2020
serious,1.0,0.0,0.0,0.125,0.0,1.0,0.0,0.9,5.08,4.36,2020
setter,0.0,0.0,0.0,0.0,,,,,,,2020
sexy,0.0,1.0,0.0,0.625,,,0.0,0.144,8.02,7.39,2020
shallow,0.0,0.0,0.0,0.0,1.0,0.0,-0.7,0.0,,,2020
shape,0.0,0.0,0.0,0.0,,,0.0,0.327,,,2020
sharp,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
sheep,0.0,0.0,0.0,0.0,,,,,,,2020
shoe,0.0,0.0,0.0,0.0,,,,,,,2020
shopaholic,0.0,0.0,0.25,0.0,,,,,,,2020
shopper,0.0,0.0,0.0,0.0,,,0.0,0.087,,,2020
shopping,0.0,0.0,0.0,0.0,,,0.0,0.901,,,2020
short,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2020
show,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2020
showoff,0.0,0.0,0.0,0.0,,,-0.76,0.0,,,2020
showy,0.0,0.0,0.0,0.5,,,-0.75,0.0,,,2020
shrewd,0.0,0.0,0.0,0.5,0.0,1.0,,,,,2020
shy,1.0,0.0,0.0,0.0,,,-0.76,0.0,4.64,,2020
silly,0.0,1.0,0.125,0.0,1.0,0.0,-0.81,0.0,7.41,,2020
simple,0.0,0.0,0.0,0.0,,,0.0,0.854,,,2020
simpleton,0.0,0.0,0.0,0.25,,,-0.85,0.0,,,2020
simplistic,0.0,0.0,0.0,0.0,1.0,0.0,-0.84,0.0,,,2020
sincere,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.945,,7.55,2020
singer,0.0,0.0,0.0,0.0,,,0.0,0.004,,,2020
single,0.0,0.0,0.0,0.0,,,,,,,2020
sister,0.0,0.0,0.0,0.0,,,0.0,0.813,,,2020
skateboarder,0.0,0.0,0.0,0.0,,,,,,,2020
skater,0.0,0.0,0.0,0.0,,,,,,,2020
skier,0.0,0.0,0.0,0.0,,,0.0,0.916,,,2020
skilled,0.0,0.0,0.0,0.625,,,0.0,0.342,,7.4,2020
skinny,0.0,0.0,0.0,0.0,,,0.0,0.758,,,2020
slave,0.0,0.0,0.0,0.0,,,0.0,0.725,1.84,,2020
sleek,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.855,,6.07,2020
slender,0.0,0.0,0.0,0.5,,,-0.78,0.0,,,2020
slick,0.0,0.0,0.0,0.25,,,0.0,0.9,,,2020
slim,0.0,0.0,0.0,0.0,,,-0.78,0.0,,,2020
slow,0.0,0.0,0.0,0.0,,,-0.64,0.0,3.93,2.84,2020
small,0.0,0.0,0.0,0.0,,,,,,,2020
smart,0.0,1.0,0.625,0.0,0.0,1.0,0.0,0.921,,,2020
smelly,0.0,0.0,0.75,0.0,,,-0.0,0.0,,1.73,2020
smooth,0.0,0.0,0.0,0.0,,,0.0,0.812,6.58,6.56,2020
smug,1.0,0.0,0.5,0.25,,,-0.83,0.0,,,2020
snappy,0.0,0.0,0.5,0.25,,,0.0,0.861,,,2020
sneakerhead,0.0,0.0,0.0,0.0,,,,,,,2020
snob,1.0,0.0,0.125,0.0,,,-0.28,0.0,3.36,,2020
snobbish,1.0,0.0,0.0,0.0,,,-0.17,0.0,,,2020
snobby,1.0,0.0,0.0,0.0,,,-0.8,0.0,,1.74,2020
snooty,0.0,0.0,0.75,0.125,,,-0.81,0.0,,1.92,2020
snotty,0.0,0.0,0.75,0.125,,,-0.8,0.0,,,2020
snowboarder,0.0,0.0,0.0,0.0,,,,,,,2020
soccer,0.0,0.0,0.0,0.0,,,,,,,2020
soccer_mom,0.0,0.0,0.0,0.0,,,,,,,2020
soccer_player,0.0,0.0,0.0,0.0,,,,,,,2020
sociable,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,,,2020
social,0.0,0.0,0.0,0.0,,,0.0,0.887,6.88,,2020
social_butterfly,0.0,0.0,0.0,0.0,,,,,,,2020
social_climber,0.0,0.0,0.0,0.375,,,-0.28,0.0,,,2020
socialite,0.0,0.0,0.0,0.0,,,0.0,0.103,,,2020
socially,0.0,0.0,0.0,0.0,,,0.0,0.887,,,2020
soft,0.0,0.0,0.25,0.0,,,-0.64,0.0,7.12,,2020
solid,0.0,0.0,0.0,0.0,,,0.0,0.216,,,2020
son,0.0,0.0,0.0,0.0,,,,,,,2020
sophisticate,0.0,0.0,0.0,0.0,,,-0.36,0.0,,6.78,2020
sophisticated,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.9,,7.48,2020
sorority,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2020
soul,0.0,0.0,0.0,0.0,,,0.0,0.134,,,2020
southerner,0.0,0.0,0.0,0.0,,,-0.14,0.0,,,2020
special,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.843,,7.32,2020
specialist,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2020
specific,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2020
spender,0.0,0.0,0.0,0.0,,,0.0,0.379,,,2020
spendthrift,0.0,0.0,0.0,0.0,,,0.0,0.382,,,2020
spendy,0.0,0.0,0.0,0.0,,,,,,,2020
spirited,0.0,0.0,0.0,0.375,,,0.0,0.828,,,2020
spoiled,0.0,0.0,0.75,0.0,,,,,,2.46,2020
spontaneous,0.0,0.0,0.0,0.25,,,0.0,0.921,,6.1,2020
sport,0.0,0.0,0.25,0.25,,,0.0,0.022,,,2020
sporting,0.0,0.0,0.25,0.375,,,,,,,2020
sportsman,0.0,0.0,0.0,0.0,,,0.0,0.87,,,2020
sportsperson,0.0,0.0,0.0,0.0,,,0.0,0.931,,,2020
sporty,0.0,0.0,0.0,0.375,,,0.0,0.79,,5.97,2020
sprinter,0.0,0.0,0.0,0.0,,,-0.16,0.0,,,2020
spunky,0.0,0.0,0.125,0.75,,,-0.8,0.0,,6.07,2020
square,0.0,0.0,0.0,0.0,,,,,4.74,,2020
stable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016,,,2020
standard,0.0,0.0,0.0,0.0,,,0.0,0.161,,,2020
star,0.0,0.0,0.0,0.0,,,0.0,0.821,7.27,,2020
status,0.0,0.0,0.0,0.0,,,-0.2,0.0,,,2020
status_symbol,0.0,0.0,0.0,0.0,,,,,,,2020
straightforward,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.846,,6.36,2020
strange,1.0,0.0,0.125,0.375,,,0.0,0.9,,,2020
street,0.0,0.0,0.0,0.0,,,,,5.22,,2020
striver,0.0,0.0,0.125,0.0,,,,,,,2020
strong,0.0,1.0,0.0,0.5,,,0.0,0.069,7.11,,2020
stubborn,1.0,0.0,0.625,0.0,1.0,0.0,-0.9,0.0,,,2020
stuck,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2020
stud,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2020
student,0.0,0.0,0.0,0.0,,,0.0,0.854,,,2020
studious,0.0,0.0,0.125,0.25,0.0,1.0,,,,,2020
stuffy,0.0,0.0,0.25,0.125,1.0,0.0,-0.33,0.0,,,2020
stupid,1.0,0.0,0.125,0.0,1.0,0.0,-0.81,0.0,2.31,1.04,2020
sturdy,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.063,,6.88,2020
style,0.0,0.0,0.0,0.0,,,,,,,2020
stylish,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.067,,6.24,2020
stylist,0.0,0.0,0.0,0.125,,,0.0,0.03,,,2020
suave,0.0,0.0,0.0,0.625,0.0,1.0,-0.84,0.0,,,2020
suburban,0.0,0.0,0.0,0.0,,,,,,,2020
suburbanite,0.0,0.0,0.0,0.0,,,,,,,2020
succesful,0.0,0.0,0.0,0.0,,,,,,,2020
success,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.83,8.29,7.6,2020
successful,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.406,,,2020
sucker,1.0,0.0,0.125,0.125,1.0,0.0,-0.97,0.0,,,2020
summer,0.0,0.0,0.0,0.0,,,,,,,2020
superficial,0.0,0.0,0.5,0.0,1.0,0.0,-0.19,0.0,,2.2,2020
superior,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.827,,,2020
supporter,0.0,1.0,0.0,0.0,,,0.0,0.299,,,2020
supportive,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.346,,7.16,2020
surfer,0.0,0.0,0.0,0.0,,,,,,,2020
sustainable,0.0,0.0,0.0,0.625,,,0.0,0.819,,7.33,2020
sweaty,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2020
sweet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.117,,7.52,2020
swimmer,0.0,0.0,0.0,0.0,,,0.0,0.931,6.54,,2020
tacky,0.0,0.0,0.5,0.0,,,-0.87,0.0,,1.8,2020
talented,0.0,1.0,0.0,0.5,0.0,1.0,,,,8.12,2020
talkative,0.0,0.0,0.375,0.25,,,0.0,0.13,,4.68,2020
talker,0.0,0.0,0.0,0.0,,,,,,,2020
tall,0.0,0.0,0.0,0.0,,,0.0,0.838,,,2020
taste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.366,6.66,,2020
tasteful,0.0,0.0,0.0,0.625,,,0.0,0.169,,6.84,2020
tasteless,0.0,0.0,0.25,0.125,,,-0.17,0.0,,1.4,2020
teacher,0.0,0.0,0.0,0.0,,,,,5.68,,2020
team,0.0,0.0,0.0,0.0,,,,,,,2020
team_member,0.0,0.0,0.0,0.0,,,,,,,2020
team_player,0.0,0.0,0.0,0.0,,,,,,,2020
teammate,0.0,0.0,0.0,0.0,,,0.0,0.041,,,2020
tech,0.0,0.0,0.0,0.0,,,,,,,2020
techie,0.0,0.0,0.0,0.375,,,-0.96,0.0,,,2020
technical,0.0,0.0,0.0,0.0,,,0.0,0.752,,,2020
technology,0.0,0.0,0.0,0.0,,,0.0,0.94,,,2020
techy,0.0,0.0,0.25,0.0,,,0.0,0.9,,5.69,2020
teen,0.0,0.0,0.0,0.0,,,,,,,2020
teenager,0.0,0.0,0.0,0.0,,,,,,,2020
tennis_player,0.0,0.0,0.0,0.0,,,,,,,2020
thin,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
thinker,0.0,0.0,0.0,0.5,,,0.0,0.83,,,2020
thoughtful,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.19,7.65,7.25,2020
thrifter,0.0,0.0,0.0,0.0,,,,,,,2020
thrifty,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.177,,,2020
thrill_seeker,0.0,1.0,0.0,0.0,,,0.0,0.909,,,2020
throwback,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
thug,0.0,0.0,0.25,0.0,,,-0.05,0.0,,1.39,2020
tidy,0.0,0.0,0.0,0.0,,,0.0,0.77,6.3,,2020
time,0.0,0.0,0.0,0.0,,,,,5.31,,2020
timeless,0.0,0.0,0.0,0.125,,,0.0,0.929,,6.64,2020
timely,0.0,0.0,0.0,0.0,,,0.0,0.17,,6.2,2020
tired,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,0.0,,3.04,2020
toned,0.0,0.0,0.0,0.0,,,,,,,2020
tool,0.0,0.0,0.0,0.0,,,0.0,0.976,5.19,,2020
tough,0.0,0.0,0.0,0.0,,,0.0,0.851,,,2020
tough_guy,0.0,0.0,0.0,0.0,,,,,,,2020
tourist,0.0,0.0,0.25,0.0,,,-0.16,0.0,,,2020
traditional,0.0,0.0,0.0,0.0,0.0,1.0,-0.73,0.0,,4.97,2020
traditionalist,0.0,0.0,0.0,0.0,,,0.0,0.851,,,2020
trailblazer,0.0,0.0,0.0,0.0,,,0.0,0.768,,,2020
trainer,0.0,0.0,0.25,0.0,,,,,,,2020
trashy,0.0,0.0,0.875,0.0,,,-0.23,0.0,,1.0,2020
traveler,0.0,0.0,0.0,0.0,,,-0.15,0.0,,,2020
traveller,0.0,0.0,0.0,0.0,,,,,,,2020
trend,0.0,0.0,0.0,0.0,,,,,,,2020
trending,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
trendsetter,0.0,0.0,0.0,0.0,,,,,,,2020
trendsetting,0.0,0.0,0.0,0.0,,,,,,,2020
trendy,0.0,0.0,0.0,0.5,,,0.0,0.067,,,2020
trim,0.0,0.0,0.0,0.0,,,0.0,0.801,,,2020
trophy_wife,0.0,0.0,0.0,0.0,,,,,,,2020
trust,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.884,6.68,,2020
trusting,0.0,1.0,0.0,0.375,,,,,,,2020
trustworthy,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.134,,,2020
tryhard,0.0,0.0,0.0,0.0,,,,,,,2020
trying,0.0,0.0,0.0,0.0,,,,,,,2020
tune,0.0,0.0,0.0,0.0,,,0.0,0.9,6.93,,2020
twenty,0.0,0.0,0.0,0.0,,,,,,,2020
tycoon,0.0,0.0,0.0,0.0,,,,,,,2020
type,0.0,0.0,0.0,0.0,,,,,,,2020
typical,0.0,0.0,0.0,0.125,,,,,,,2020
ugly,1.0,0.0,0.375,0.0,1.0,0.0,-0.87,0.0,2.43,1.57,2020
uncaring,0.0,0.0,0.25,0.5,,,-0.24,0.0,,1.23,2020
uncle,0.0,0.0,0.0,0.0,,,0.0,0.324,,,2020
unconcerned,0.0,0.0,0.25,0.25,,,-0.64,0.0,,,2020
unconventional,0.0,0.0,0.75,0.0,,,-0.17,0.0,,,2020
uncool,0.0,0.0,0.875,0.0,,,-0.8,0.0,,,2020
uncreative,0.0,0.0,0.5,0.0,,,-0.73,0.0,,,2020
uneducated,0.0,0.0,0.75,0.25,,,-0.96,0.0,,,2020
unemployed,0.0,0.0,0.25,0.0,1.0,0.0,-0.64,0.0,,,2020
unfashionable,0.0,0.0,0.75,0.0,,,-0.17,0.0,,,2020
unhappy,1.0,0.0,0.75,0.0,1.0,0.0,-0.25,0.0,1.57,2.54,2020
unimaginative,0.0,0.0,0.625,0.0,,,-0.73,0.0,,1.79,2020
unintelligent,0.0,0.0,0.375,0.0,,,-0.83,0.0,,1.37,2020
uninteresting,0.0,0.0,0.5,0.25,,,-0.24,0.0,,2.25,2020
unique,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.382,,6.88,2020
unoriginal,0.0,0.0,0.75,0.0,,,-0.26,0.0,,2.32,2020
unremarkable,0.0,0.0,0.0,0.125,,,-0.75,0.0,,2.87,2020
unstylish,0.0,0.0,0.25,0.375,,,-0.17,0.0,,,2020
upbeat,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.844,,7.36,2020
updated,0.0,0.0,0.0,0.0,,,0.0,0.894,,,2020
upper,0.0,0.0,0.0,0.375,,,0.0,0.085,,,2020
upper_class,0.0,0.0,0.0,0.0,,,,,,,2020
uppity,0.0,0.0,0.25,0.25,,,-0.89,0.0,,,2020
upscale,0.0,0.0,0.0,0.5,,,,,,7.03,2020
uptight,1.0,0.0,0.0,0.0,,,-0.64,0.0,,,2020
urban,0.0,0.0,0.0,0.0,,,,,,,2020
urbanite,0.0,0.0,0.0,0.0,,,-0.09,0.0,,,2020
useful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.13,7.14,7.02,2020
user,0.0,0.0,0.0,0.0,,,,,,,2020
usual,0.0,0.0,0.0,0.125,,,,,,,2020
utilitarian,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.309,,,2020
vacationer,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2020
